DateTime,price,url,model,year,odometer,condition,cylinders,drive,fuel,paint color,size,title status,transmission,type,VIN,make / manufacturer,model name / number,size / dimensions
"
2021-12-2221:49
",5,https://losangeles.craigslist.org/sfv/for/d/dearing-platinum-polar-blue-parrot/7424189295.html,,,,,,,,,,,,,,0,0,0
"
2021-12-1913:24
",75,https://losangeles.craigslist.org/wst/atq/d/santa-monica-cracker-barrel-green-glass/7422837340.html,,,,,,,,,,,,,,0,0,0
"
2021-12-2210:53
",0,https://losangeles.craigslist.org/lac/fod/d/los-angeles-20-to-45-ft-shipping/7423986795.html,,,,new,,,,,,,,,,storage containers golden shed,container. golden retriever,cargo golden shed
"
2021-12-1917:35
",399,https://losangeles.craigslist.org/wst/clt/d/oceanside-beatles-memorabilia/7422916414.html,,,,,,,,,,,,,,0,0,0
"
2021-12-0909:24
",20,https://losangeles.craigslist.org/sfv/hsh/d/sherman-oaks-nine-hoover-duros-type-sr/7418570965.html,,,,,,,,,,,,,,0,0,0
"
2021-12-1914:08
",20,https://losangeles.craigslist.org/lac/clt/d/magnetic-board-military-items-ammo-box/7422853662.html,,,,new,,,,,,,,,,0,0,0
"
2021-12-0710:51
",45,https://losangeles.craigslist.org/wst/spo/d/topanga-pur-scout-water-purifier/7417724257.html,,,,,,,,,,,,,,0,0,0
"
2021-12-2209:19
",1,https://losangeles.craigslist.org/sgv/fod/d/fontana-no-credit-check-rent-to-own/7423939748.html,,,,,,,,,,,,,,Shed World - Storage Shed,"Car Storage,  Motorcycle","Garage Storage, Man Cave"
"
2021-12-2208:44
",175,https://losangeles.craigslist.org/lgb/hsh/d/san-pedro-the-miele-classic/7423920925.html,,,,good,,,,,,,,,,Miele,Classic,0
"
2021-12-0312:58
",10,https://losangeles.craigslist.org/sgv/spo/d/folding-camping-windscreen-windshield/7416058673.html,,,,,,,,,,,,,,0,0,0
"
2021-12-1621:09
",100,https://losangeles.craigslist.org/wst/for/d/torrance-aquarium-stand-for-55-gallon/7421796971.html,,,,excellent,,,,,,,,,,0,0,50 x 15 x 31
"
2021-12-1207:01
",0,https://losangeles.craigslist.org/lgb/clt/d/orange-kitty-cat-collection-cat-lovers/7419774878.html,,,,like new,,,,,,,,,,0,0,0
"
2021-12-2118:00
",1,https://losangeles.craigslist.org/ant/fod/d/fontana-no-credit-check-rent-to-own/7423752077.html,,,,,,,,,,,,,,Shed World Sheds,Rent To Own Shed,Tiny House Rental
"
2021-11-2210:32
",15,https://losangeles.craigslist.org/wst/clt/d/vintage-oil-can-metal-mechanical-oil/7411390882.html,,,,new,,,,,,,,,,0,0,0
"
2021-12-2114:15
",60,https://losangeles.craigslist.org/lac/for/d/north-hollywood-whipped-cream-set/7423677807.html,,,,good,,,,,,,,,,ISI,0,0
"
2021-12-1615:06
",40,https://losangeles.craigslist.org/lac/clt/d/los-angeles-old-timey-graduated/7421701263.html,delivery available,deli,,,,,,,,,,,,0,0,0
"
2021-12-1411:38
",190,https://losangeles.craigslist.org/lgb/hsh/d/whittier-shark-apex-upright-vacuum/7420757558.html,,,,new,,,,,,,,,,0,0,0
"
2021-12-2108:14
",50,https://losangeles.craigslist.org/sfv/hsh/d/valencia-new-rare-tupperware-coffee-set/7423500007.html,,,,new,,,,,,,,,,Tupperware,0,0
"
2021-12-1704:09
",100,https://losangeles.craigslist.org/sfv/app/d/canyon-country-urban-islands-45-cu-ft/7421834048.html,,,,new,,,,,,,,,,0,0,"19.75""x20.5""x32.7"""
"
2021-12-2020:44
",25,https://losangeles.craigslist.org/lac/pts/d/1973-pontiac-grand-am-and-gto-parts-rare/7423377119.html,cryptocurrency ok,cryp,,new,,,,,,,,,,0,0,0
"
2021-12-2019:27
",650,https://losangeles.craigslist.org/lac/atq/d/studio-city-ft-long-aquarium-gallons/7423362518.html,,,,good,,,,,,,,,,0,0,0
"
2021-12-2017:08
",150,https://losangeles.craigslist.org/sgv/for/d/los-angeles-parrot-bird-cage/7423327339.html,,,,excellent,,,,,,,,,,innovative cages?,0,"52""x18""x18"""
"
2021-12-2013:51
",20,https://losangeles.craigslist.org/lgb/pts/d/1960s-chevy-c10-oil-filter-canisters/7423255436.html,,,,good,,,,,,,,,,0,0,0
"
2021-12-2009:11
",1,https://losangeles.craigslist.org/lac/ptd/d/dunnigan-parting-out-audi-volkswagen/7423112033.html,,,,,,,,,,,,,,AUDI,VOLKSWAGEN,0
"
2021-12-2009:09
",1,https://losangeles.craigslist.org/lac/ptd/d/dunnigan-parting-out-2019-audi-rs5/7423111110.html,,,,,,,,,,,,,,AUDI,VOLKSWAGEN,0
"
2021-12-1909:01
",1,https://losangeles.craigslist.org/sgv/fod/d/fontana-western-rustic-man-cave-studio/7422727155.html,,,,,,,,,,,,,,"Shed World, Inc. - Sheds","Rustic Shed, Storage Room","Man Cave, Wood Sheds"
"
2021-12-1909:01
",1,https://losangeles.craigslist.org/ant/fod/d/fontana-rent-to-own-wooden-sheds/7422727142.html,,,,,,,,,,,,,,"wood sheds, storage shed","wood shed, game room, she shed",storage sheds 8x8 to 12x24
"
2021-12-2007:32
",0,https://losangeles.craigslist.org/lac/pts/d/03-pt-cruiser-parts/7423059362.html,,,,,,,,,,,,,,0,0,0
"
2021-12-2000:08
",35450,https://losangeles.craigslist.org/sfv/fod/d/tiny-house-professionally-built-kitchen/7422977113.html,,,,new,,,,,,,,,,TINY HOUSE COTTAGE,BUNGALOW,9 x 22
"
2021-12-1115:57
",120,https://losangeles.craigslist.org/lac/hab/d/los-angeles-goldwell-elumen/7419632469.html,,,,good,,,,,,,,,,Goldwell,"Topchic, Elumen",0
"
2021-11-2216:35
",175,https://losangeles.craigslist.org/wst/app/d/santa-monica-electrolux-lux-5000-vacuum/7411563510.html,,,,good,,,,,,,,,,Electrolux,Lux 5000 (C153E),0
"
2021-12-1916:36
",55,https://losangeles.craigslist.org/wst/fuo/d/santa-monica-vintage-black-gold/7422900720.html,,,,good,,,,,,,,,,na,na,na
"
2021-11-2212:29
",160,https://losangeles.craigslist.org/sgv/for/d/covina-scoly-australia-bleeding-apple/7411454935.html,,,,,,,,,,,,,,0,0,0
"
2021-11-2212:29
",25,https://losangeles.craigslist.org/sgv/for/d/covina-corals-coral-frags-zoanthids-zoa/7411454590.html,,,,,,,,,,,,,,0,0,0
"
2021-11-2212:29
",15,https://losangeles.craigslist.org/sgv/for/d/covina-corals-zoa-coral-frags-zoanthids/7411454666.html,,,,,,,,,,,,,,0,0,0
"
2021-12-1007:33
",50,https://losangeles.craigslist.org/sgv/for/d/covina-australian-green-tip-torch-coral/7418953816.html,,,,,,,,,,,,,,0,0,0
"
2021-12-0709:30
",30,https://losangeles.craigslist.org/sgv/for/d/covina-flower-pot-red-green-coral-frag/7417677597.html,,,,,,,,,,,,,,0,0,0
"
2021-12-1009:48
",50,https://losangeles.craigslist.org/sgv/for/d/covina-corals-rare-coral-frags-high-end/7419029013.html,,,,,,,,,,,,,,0,0,0
"
2021-12-1009:50
",350,https://losangeles.craigslist.org/sgv/for/d/covina-jawbreaker-mushrooms-coral/7419030246.html,,,,,,,,,,,,,,0,0,0
"
2021-12-1913:27
",15,https://losangeles.craigslist.org/sgv/for/d/rosemead-pink-diamonds-zoanthids-zoas/7422838359.html,,,,,,,,,,,,,,0,0,0
"
2021-12-1913:26
",35,https://losangeles.craigslist.org/sgv/for/d/rosemead-coral-reef-purple-tip-branch/7422837865.html,,,,,,,,,,,,,,0,0,0
"
2021-12-1913:25
",250,https://losangeles.craigslist.org/sgv/for/d/rosemead-coral-reef-jaw-breaker/7422837716.html,,,,,,,,,,,,,,0,0,0
"
2021-12-1913:26
",19,https://losangeles.craigslist.org/sgv/for/d/rosemead-coral-reef-forest-fire/7422838222.html,,,,,,,,,,,,,,0,0,0
"
2021-12-1912:57
",0,https://losangeles.craigslist.org/ant/for/d/lancaster-wheelchair-vacuum-cleaner/7422826549.html,,,,salvage,,,,,,,,,,0,0,0
"
2021-12-1910:01
",100,https://losangeles.craigslist.org/lac/app/d/los-angeles-vintage-kirby-heritage-ll/7422752992.html,,,,excellent,,,,,,,,,,Kirby,Heritage ll Legend,"16""w x 43""h x 13""d"
"
2021-12-1908:27
",5,https://losangeles.craigslist.org/sfv/pts/d/acton-subaru-outback-parting-out/7422713755.html,,,,good,,,,,,,,,,Subaru,Outback,0
"
2021-12-1908:27
",49,https://losangeles.craigslist.org/sfv/pts/d/palmdale-kia-forte-parts/7422713594.html,,,,excellent,,,,,,,,,,Kia,Forte,0
"
2021-12-1908:28
",29,https://losangeles.craigslist.org/sfv/pts/d/palmdale-mini-cooper-parts/7422713904.html,delivery available,deli,,good,,,,,,,,,,Mini,R50,0
"
2021-12-1112:02
",35,https://losangeles.craigslist.org/lac/spo/d/los-angeles-new-kyng-tactical-israeli/7419534482.html,cryptocurrency ok,cryp,,,,,,,,,,,,0,0,0
"
2021-11-2917:13
",40,https://losangeles.craigslist.org/wst/app/d/los-angeles-vacuum/7414350022.html,,,,good,,,,,,,,,,Sears Kenmore,0,0
"
2021-12-1422:56
",175,https://losangeles.craigslist.org/wst/for/d/manhattan-beach-5ft-aquarium-60x24x14/7420969338.html,,,,excellent,,,,,,,,,,unk,87g aquarium,60x24x14
"
2021-11-2818:43
",18,https://losangeles.craigslist.org/wst/hsh/d/north-hollywood-pottery-unique-kitchen/7413899555.html,,,,like new,,,,,,,,,,0,0,0
"
2021-12-1720:14
",90,https://losangeles.craigslist.org/lac/spo/d/glendale-viper-dartboard-with-cabinet/7422208875.html,,,,good,,,,,,,,,,Viper,0,0
