DateTime,price,url,model,year,odometer,condition,cylinders,drive,fuel,paint color,size,title status,transmission,type,VIN,make / manufacturer,size / dimensions,model name / number
"
2021-11-2812:05
",200,https://losangeles.craigslist.org/lac/for/d/los-angeles-two-planter-urns/7413753428.html,,,,excellent,,,,,,,,,,Great Deal Furniture,"19"" L x 19"" W x 26"" H",0
"
2021-12-2112:08
",15500,https://losangeles.craigslist.org/lac/jwl/d/los-angeles-new-rolex-oyster-perpetual/7423621039.html,,,,,,,,,,,,,,0,0,0
"
2021-12-2107:44
",25,https://losangeles.craigslist.org/lac/for/d/forget-regular-bachelorette-sash-try/7423485406.html,,,,new,,,,,,,,,,Mini Shot Belt,0,"Special Edition - ""bride to Be"
"
2021-11-2715:51
",10000,https://losangeles.craigslist.org/sgv/wan/d/private-collector-pays-cash-for-your/7413462455.html,,,,,,,,,,,,,,0,0,0
"
2021-12-2020:56
",29,https://losangeles.craigslist.org/wst/spo/d/torrance-foot-bottle/7423379256.html,,,,new,,,,,,,,,,FootBottle,0,0
"
2021-11-2514:56
",19,https://losangeles.craigslist.org/wst/hsh/d/torrance-snuggie-tails-shark/7412656845.html,,,,new,,,,,,,,,,Snuggie Tails,0,Gray Shark
"
2021-11-2112:26
",1,https://losangeles.craigslist.org/lac/clt/d/los-angeles-new-nos-vintage-rock-metal/7411019324.html,,,,new,,,,,,,,,,BROCKUM,0,MOTLEY CRUE
"
2021-12-2013:57
",20,https://losangeles.craigslist.org/lgb/atq/d/long-beach-mini-liquor-gas-pump/7423258113.html,,,,like new,,,,,,,,,,0,0,0
"
2021-12-2010:34
",0,https://losangeles.craigslist.org/wst/for/d/los-angeles-pro-documents-review-stubs/7423156793.html,,,,,,,,,,,,,,0,0,0
"
2021-12-0201:00
",159,https://losangeles.craigslist.org/lac/hsh/d/los-angeles-faberware-electronic-ultra/7415349975.html,,,,excellent,,,,,,,,,,Faberware,"21"" x 15"" x 9""",Electronic Chef
"
2021-12-1801:03
",200,https://losangeles.craigslist.org/sgv/for/d/azusa-xbox-360-dvds-red-wing-boots-tent/7422240039.html,,,,fair,,,,,,,,,,0,0,0
"
2021-12-1720:59
",0,https://losangeles.craigslist.org/wst/clt/d/beverly-hills-vintage-rare-collectibles/7422216426.html,,,,,,,,,,,,,,0,0,0
"
2021-11-1820:11
",250,https://orangecounty.craigslist.org/for/d/lakewood-rare-michael-jordan-kobe/7409908186.html,,,,,,,,,,,,,,0,0,0
"
2021-12-1713:30
",30,https://losangeles.craigslist.org/wst/for/d/redondo-beach-vintage-1995-looney-tunes/7422081566.html,,,,,,,,,,,,,,0,0,0
"
2021-12-1713:06
",400,https://losangeles.craigslist.org/sfv/spo/d/la-crescenta-chilli-pina-colada/7422070807.html,,,,good,,,,,,,,,,Chilli,6'0''x 21 3/4 x 2 5/6,Pina Colada
"
2021-12-2300:39
",0,https://losangeles.craigslist.org/lgb/jwl/d/long-beach-diamonds-watches-gold/7424204512.html,,,,,,,,,,,,,,0,0,0
"
2021-12-1012:00
",0,https://losangeles.craigslist.org/lgb/jwl/d/long-beach-buy-sell-trade-by/7419103689.html,,,,,,,,,,,,,,0,0,0
"
2021-12-0910:53
",0,https://losangeles.craigslist.org/lgb/clt/d/signal-hill-collectables-liquidation-by/7418621986.html,,,,,,,,,,,,,,0,0,0
"
2021-12-1810:28
",40,https://orangecounty.craigslist.org/ele/d/westminster-three-western-folk-art/7422404192.html,,,,,,,,,,,,,,Folk Art,See pictures,0
"
2021-12-2207:35
",30,https://orangecounty.craigslist.org/clo/d/newport-beach-coach-limited-novelty/7423887125.html,,,,,,,,,,,,,,0,0,0
"
2021-12-1718:50
",1,https://orangecounty.craigslist.org/bfs/d/tustin-liquor-store-routeaccessories/7422191826.html,delivery available,deli,,new,,,,,,,,,,Apple Samsung sports sunglasses,0,0
"
2021-12-0822:04
",30,https://orangecounty.craigslist.org/hsh/d/orange-disney-frozen-build-your-own/7418415106.html,,,,new,,,,,,,,,,0,0,0
"
2021-11-2719:08
",25,https://orangecounty.craigslist.org/clo/d/foothill-ranch-new-14th-union-novelty/7413516200.html,,,,new,,,,,,,,,,0,0,0
"
2021-12-0914:30
",0,https://orangecounty.craigslist.org/hab/d/orange-salt-pepper-shakers-easter-eggs/7418730858.html,,,,excellent,,,,,,,,,,0,0,0
"
2021-12-0815:33
",40,https://orangecounty.craigslist.org/app/d/anaheim-snus-micro-fridge/7418314846.html,,,,good,,,,,,,,,,0,0,0
"
2021-12-1017:32
",28,https://orangecounty.craigslist.org/clt/d/newport-beach-hallmark-salad-plates/7419244219.html,,,,new,,,,,,,,,,Hallmark,"8.5"" diameter",0
"
2021-12-2115:23
",15,https://orangecounty.craigslist.org/for/d/santa-ana-heated-coffee-mug/7423703613.html,,,,like new,,,,,,,,,,0,0,0
"
2021-12-0706:24
",12,https://orangecounty.craigslist.org/art/d/orange-salt-pepper-shakers-easter-eggs/7417579794.html,,,,excellent,,,,,,,,,,0,0,0
"
2021-12-2020:19
",20,https://orangecounty.craigslist.org/ele/d/cypress-mini-digital-photo-frame/7423372760.html,,,,new,,,,,,,,,,0,0,0
"
2021-12-0108:34
",5,https://orangecounty.craigslist.org/jwl/d/lake-forest-angels-baseball-beaded/7415012752.html,,,,,,,,,,,,,,0,0,0
"
2021-12-1814:05
",2000,https://orangecounty.craigslist.org/clt/d/newport-beach-patti-minter-nylon-art/7422506107.html,,,,,,,,,,,,,,0,0,0
"
2021-12-1512:28
",1,https://orangecounty.craigslist.org/for/d/tustin-pyro/7421215201.html,,,,,,,,,,,,,,0,0,0
"
2021-12-1710:24
",1,https://orangecounty.craigslist.org/clt/d/brea-vintage-albums-vacuum-tubes/7421989941.html,,,,good,,,,,,,,,,0,0,0
"
2021-11-1519:56
",1,https://orangecounty.craigslist.org/hsh/d/newport-beach-new-household-gift-giving/7408565564.html,,,,new,,,,,,,,,,0,0,0
"
2021-11-1021:36
",20,https://orangecounty.craigslist.org/clt/d/lake-forest-empty-vintage-beefeater/7406381210.html,,,,like new,,,,,,,,,,Beefeater Gin Distillery,8 x 5.5 x 18,0
"
2021-10-3116:07
",20,https://orangecounty.craigslist.org/for/d/newport-beach-vintage-1980-hallmark/7401816727.html,,,,like new,,,,,,,,,,Hallmark,0,Shirt Tales Penguin Li'l Helper
"
2021-11-0110:32
",1,https://orangecounty.craigslist.org/for/d/newport-beach-christmas-stockings-and/7402087224.html,,,,new,,,,,,,,,,0,36 x 36,0
"
2021-11-1404:18
",1259,https://orangecounty.craigslist.org/bfs/d/buena-park-fr-cn-0667-commercial-26/7407759866.html,,,,excellent,,,,,,,,,,0,0,0
"
2021-12-0901:57
",20,https://inlandempire.craigslist.org/for/d/sugarloaf-novelty-mirror-16-20/7418433269.html,,,,,,,,,,,,,,0,0,0
"
2021-12-0806:47
",375,https://inlandempire.craigslist.org/ele/d/colton-artika-hanging-novelty-lamp/7418043880.html,,,,new,,,,,,,,,,Artika,0,0
"
2021-11-0621:57
",65,https://inlandempire.craigslist.org/atq/d/rialto-salmon-fish-tv-electric-lamp/7404613177.html,,,,good,,,,,,,,,,0,0,0
"
2021-12-0313:16
",12,https://inlandempire.craigslist.org/ele/d/pomona-lamp-book-large-size-folding/7416067715.html,,,,new,,,,,,,,,,0,0,0
"
2021-12-1206:56
",12,https://inlandempire.craigslist.org/hsh/d/orange-ceramic-easter-eggs-salt-pepper/7419773005.html,,,,excellent,,,,,,,,,,0,0,0
"
2021-12-1314:20
",6,https://inlandempire.craigslist.org/clo/d/chino-crazy-crew-women-sockspack-of/7420395448.html,,,,,,,,,,,,,,0,0,0
"
2021-12-1315:23
",55,https://inlandempire.craigslist.org/atq/d/riverside-owell-porcelin-nativity-scene/7420422736.html,,,,like new,,,,,,,,,,O'Well,0,0
"
2021-11-2512:54
",40,https://inlandempire.craigslist.org/fuo/d/corona-disney-pixar-cars-wooden-toddler/7412629091.html,,,,like new,,,,,,,,,,Delta,55x 29 x 19 Inches,Pixar Cars Wooden Toddler Bed
"
2021-12-0216:36
",10,https://inlandempire.craigslist.org/hsh/d/pomona-coworker-gifts-for-women-chance/7415703616.html,,,,new,,,,,,,,,,0,0,0
"
2021-12-0108:00
",30,https://inlandempire.craigslist.org/clt/d/old-buick-wheel/7414993577.html,,,,,,,,,,,,,,Buick,0,0
"
2021-11-3007:38
",0,https://inlandempire.craigslist.org/fud/d/corona-corona-estate-sale-online/7414522772.html,,,,excellent,,,,,,,,,,0,0,0
"
2021-12-1405:49
",25,https://ventura.craigslist.org/hsh/d/simi-valley-new-thou-shalt-not-whine/7420579647.html,,,,new,,,,,,,,,,0,0,0
"
2021-12-0711:54
",15,https://ventura.craigslist.org/tag/d/camarillo-rhode-island-novelty-nanco/7417760100.html,,,,new,,,,,,,,,,NANCO,0,0
"
2021-11-1623:07
",75,https://ventura.craigslist.org/app/d/port-hueneme-cbc-base-novelty-beverage/7409043846.html,,,,,,,,,,,,,,0,0,0
"
2021-12-1914:46
",45,https://santabarbara.craigslist.org/hsh/d/santa-barbara-new-novelty-bedding/7422866582.html,,,,new,,,,,,,,,,Novelty,"fits up to 18"" king mattresses",625 Extra Soft Series
"
2021-12-1012:53
",20,https://santabarbara.craigslist.org/hsh/d/santa-barbara-new-in-the-package-full/7419130890.html,,,,new,,,,,,,,,,Lovono,0,0
"
2021-12-0217:54
",25,https://palmsprings.craigslist.org/clt/d/set-of-corona-extra-16oz-novelty-pint/7415729249.html,,,,new,,,,,,,,,,Marcas Modelo S.A. de C.V.,16 oz. each,Corona Extra Playero
"
2021-12-1004:41
",0,https://palmsprings.craigslist.org/atq/d/indio-sale-3c-early-cuckoo-clocks/7418891824.html,,,,,,,,,,,,,,0,0,0
"
2021-11-1212:12
",45,https://palmsprings.craigslist.org/clt/d/palm-desert-binoculars-neck-ties-wear/7407102722.html,,,,good,,,,,,,,,,"Siam Cat Kamakura, Japan","8 X 50 Marine Nachtglas, Germany",Aulke-Optic Warendorf
"
2021-11-2320:36
",0,https://palmsprings.craigslist.org/atq/d/palm-springs-santa-is-here-vintage-xmas/7412054159.html,,,,,,,,,,,,,,0,0,0
"
2021-11-2909:52
",0,https://palmsprings.craigslist.org/clt/d/palm-springs-vintage-christmas-decor/7414128600.html,,,,,,,,,,,,,,0,0,0
"
2021-11-0516:01
",0,https://palmsprings.craigslist.org/atq/d/palm-springs-palm-springs-keychains/7404088992.html,,,,,,,,,,,,,,0,0,0
"
2021-11-0516:17
",0,https://palmsprings.craigslist.org/clt/d/palm-springs-vintage-xmas-kitchen/7404095300.html,,,,,,,,,,,,,,0,0,0
"
2021-12-2308:36
",50,https://bakersfield.craigslist.org/hab/d/bakersfield-adult-mens-novelty-toy/7424306921.html,,,,like new,,,,,,,,,,0,0,0
