DateTime,price,url,model,year,odometer,condition,cylinders,drive,fuel,paint color,size,title status,transmission,type,VIN,make / manufacturer,size / dimensions,model name / number
"
2021-12-1512:00
",16995,https://bakersfield.craigslist.org/ctd/d/santa-cruz-2013-lexus-is-wholesale/7421201600.html,2013 LEXUS IS 250,2013,107200,,,,gas,,,clean,automatic,other,JTHBF5C24D4185081,0,0,0
"
2021-12-1312:01
",15995,https://bakersfield.craigslist.org/ctd/d/santa-cruz-2014-audi-a4-20t-premium-4dr/7420328079.html,2014 AUDI A4,2014,113000,,,,gas,white,compact,clean,automatic,sedan,WAUAFAFL1EN003247,0,0,0
"
2021-12-1216:01
",15995,https://bakersfield.craigslist.org/ctd/d/santa-cruz-2013-bmw-series-328i-4dr/7419998795.html,2013 BMW 328I,2013,96000,,,,gas,blue,compact,clean,automatic,sedan,WBA3C1C55DF437249,0,0,0
"
2021-12-1212:01
",32995,https://bakersfield.craigslist.org/ctd/d/santa-cruz-2008-bmw-m3-base-4dr-sedan/7419905591.html,2008 BMW M3,2008,91000,,,,gas,,compact,clean,manual,sedan,WBSVA93528E215644,0,0,0
"
2021-11-2612:01
",22995,https://bakersfield.craigslist.org/ctd/d/santa-cruz-2014-bmw-series-228i-2dr/7412948708.html,2014 BMW 228I,2014,67000,,,,gas,,sub-compact,clean,automatic,coupe,WBA1F5C56EV255931,0,0,0
"
2021-12-1012:01
",13995,https://bakersfield.craigslist.org/ctd/d/santa-cruz-2006-toyota-tundra-wholesale/7419104376.html,2006 TOYOTA TUNDRA,2006,181000,,,,gas,black,,clean,automatic,other,5TBRT34186S277003,0,0,0
"
2021-12-0816:01
",20995,https://bakersfield.craigslist.org/ctd/d/santa-cruz-2011-bmw-series-335is-2dr/7418325008.html,2011 BMW 3 SERIES,2011,75990,,,,gas,black,,clean,automatic,other,WBADX1C57BE969599,0,0,0
"
2021-12-0812:01
",12995,https://bakersfield.craigslist.org/ctd/d/santa-cruz-2008-lexus-gs-350-base-4dr/7418216134.html,2008 LEXUS GS,2008,179000,,,fwd,gas,black,,clean,automatic,sedan,JTHBE96S480037098,0,0,0
"
2021-12-0616:01
",0,https://bakersfield.craigslist.org/ctd/d/santa-cruz-2012-jaguar-xj-base-4dr/7417420424.html,2012 JAGUAR XJ,2012,90500,,,,gas,black,full-size,clean,automatic,sedan,SAJWA1CBXCLV29146,0,0,0
"
2021-12-0612:02
",28995,https://bakersfield.craigslist.org/ctd/d/santa-cruz-2004-chevrolet-chevy-ssr-ls/7417304726.html,2004 CHEVROLET SSR,2004,33127,,,fwd,gas,black,,clean,automatic,pickup,1GCES14P44B107026,0,0,0
"
2021-12-0516:01
",12995,https://bakersfield.craigslist.org/ctd/d/santa-cruz-2010-bmw-series-535i-xdrive/7416959676.html,2010 BMW 535I,2010,118000,,,,gas,,,clean,automatic,sedan,WBANV9C59AC138264,0,0,0
"
2021-12-0512:01
",13995,https://bakersfield.craigslist.org/ctd/d/santa-cruz-2012-toyota-prius-plug-in/7416862661.html,2012 TOYOTA PRIUS PLUG-IN,2012,122000,,,fwd,other,,,clean,automatic,sedan,JTDKN3DP6C3017746,0,0,0
"
2021-12-0316:03
",24995,https://bakersfield.craigslist.org/ctd/d/santa-cruz-2013-jaguar-xjl-portfolio/7416143721.html,2013 JAGUAR XJL,2013,78200,,,,gas,grey,,clean,automatic,other,SAJWA2GB8DLV30907,0,0,0
"
2021-12-0312:03
",13995,https://bakersfield.craigslist.org/ctd/d/santa-cruz-2007-bmw-series-335i-4dr/7416029564.html,2007 BMW 3 SERIES,2007,99995,,,,gas,black,,clean,automatic,other,WBAVB73507P110422,0,0,0
"
2021-12-0116:08
",0,https://bakersfield.craigslist.org/ctd/d/santa-cruz-2011-bmw-series-328i-2dr/7415244861.html,2011 BMW 328I,2011,89000,,,,gas,blue,compact,clean,automatic,convertible,WBADW7C56BE727436,0,0,0
"
2021-12-0112:12
",24995,https://bakersfield.craigslist.org/ctd/d/santa-cruz-2013-bmw-series-335i-2dr/7415136850.html,2013 BMW 335I,2013,93000,,,,gas,white,compact,clean,automatic,convertible,WBADX7C57DJ590059,0,0,0
"
2021-11-2916:02
",8995,https://bakersfield.craigslist.org/ctd/d/santa-cruz-2001-nissan-pathfinder-wagon/7414323706.html,2001 NISSAN PATHFINDER,2001,109000,,,4wd,gas,silver,,clean,automatic,SUV,JN8DR09Y11W583990,0,0,0
"
2021-11-2912:02
",0,https://bakersfield.craigslist.org/ctd/d/santa-cruz-2016-dodge-challenger-srt/7414207516.html,2016 DODGE CHALLENGER,2016,35700,,,,gas,,,clean,automatic,other,2C3CDZC92GH235299,0,0,0
"
2021-11-2816:00
",0,https://bakersfield.craigslist.org/ctd/d/santa-cruz-2011-bmw-series-335i-4dr/7413851374.html,2011 BMW 335I,2011,104200,,,,gas,green,compact,clean,automatic,sedan,WBAPM5G58BNM68742,0,0,0
"
2021-11-2812:00
",13995,https://bakersfield.craigslist.org/ctd/d/santa-cruz-2009-bmw-series-335i-2dr/7413751146.html,2009 BMW 335I,2009,118200,,,,gas,,compact,clean,automatic,coupe,WBAWB73599P046464,0,0,0
"
2021-11-2616:01
",20495,https://bakersfield.craigslist.org/ctd/d/santa-cruz-2008-toyota-tacoma-prerunner/7413047974.html,2008 TOYOTA TACOMA,2008,120000,,,fwd,gas,red,,clean,automatic,pickup,5TETU62N78Z534055,0,0,0
"
2021-11-2416:05
",20995,https://bakersfield.craigslist.org/ctd/d/santa-cruz-2012-bmw-series-series/7412387827.html,2012 BMW 750I / ALPINA B7,2012,89600,,,,gas,black,full-size,clean,automatic,sedan,WBAKA8C51CCY37609,0,0,0
"
2021-11-2412:10
",20995,https://bakersfield.craigslist.org/ctd/d/santa-cruz-2011-bmw-series-335is-2dr/7412298992.html,2011 BMW 3 SERIES,2011,102000,,,,gas,,,clean,automatic,other,WBAKG1C52BE517629,0,0,0
