DateTime,price,url,model,year,odometer,condition,cylinders,drive,fuel,paint color,size,title status,transmission,type,VIN,make / manufacturer,model name / number,size / dimensions
"
2021-12-1414:35
",2999,https://losangeles.craigslist.org/wst/ppd/d/hesperia-42-kitchenaid-french-door/7420842551.html,delivery available,deli,,excellent,,,,,,,,,,KITCHENAID,0,"42"" W 24"" D 83"" H"
"
2021-12-1406:59
",18999,https://losangeles.craigslist.org/lgb/ctd/d/buena-park-2013-chevy-chevrolet-tahoe/7420606982.html,2013 Chevrolet Tahoe LT,2013,128648,good,8 cylinders,rwd,other,white,,clean,automatic,other,1GNSCBE05DR139196,0,0,0
"
2021-12-1407:03
",32900,https://losangeles.craigslist.org/sfv/ctd/d/glendale-2014-ram-promaster-cargo-high/7420609264.html,2014 RAM ProMaster Cargo,2014,85677,,,fwd,diesel,white,,clean,manual,,3C6TRVCD3EE130066,0,0,0
"
2021-12-1113:11
",27700,https://losangeles.craigslist.org/wst/ctd/d/los-angeles-2012-chevrolet-suburban/7419567922.html,2012 Chevrolet Suburban,2012,118764,,8 cylinders,rwd,gas,black,,clean,other,SUV,1GNSCJE09CR326045,0,0,0
"
2021-12-0106:36
",38995,https://losangeles.craigslist.org/sfv/ctd/d/valencia-2016-chevrolet-silverado-1500/7414953862.html,2016 Chevrolet Silverado 1500,2016,27358,,8 cylinders,4wd,gas,white,full-size,clean,automatic,pickup,,0,0,0
"
2021-12-0913:39
",1599,https://losangeles.craigslist.org/wst/sgd/d/hawthorne-spirit-fitness-xt685/7418707030.html,delivery available,deli,,new,,,,,,,,,,Spirit Fitness,XT685 TREADMILL,78 X 32 X 56 in
"
2021-12-0913:27
",600,https://losangeles.craigslist.org/wst/sgd/d/hawthorne-philips-70r-recumbent-indoor/7418701472.html,,,,new,,,,,,,,,,Spirit Fitness,Philips 7.0R Recumbent Bike,67” x 35” x 55”
"
2021-12-0818:18
",59900,https://losangeles.craigslist.org/wst/hvd/d/kenworth-t800-day-cab-super-clean-2012/7418369981.html,,,,good,,,,,,,,,,KENWORTH T800 DAY CAB,KENWORTH T800 DAY CAB,0
"
2021-11-3012:12
",0,https://losangeles.craigslist.org/sfv/ptd/d/pacoima-re-open-dealz-finally-open/7414681715.html,,,,,,,,,,,,,,0,0,0
"
2021-12-0807:34
",335,https://losangeles.craigslist.org/lac/ctd/d/norco-2014-chevrolet-silverado-x4-4wd/7418066558.html,2014 Chevrolet Silverado 1500 LT,2014,118963,,8 cylinders,4wd,gas,,,clean,automatic,,3GCUKREC9EG502205,0,0,0
"
2021-12-0700:31
",37999,https://losangeles.craigslist.org/wst/ctd/d/buena-park-2019-chevrolet-silverado/7417526920.html,2019 Chevrolet Silverado 1500,2019,39182,,4 cylinders,rwd,gas,grey,full-size,clean,manual,pickup,,0,0,0
"
2021-12-0409:36
",65998,https://losangeles.craigslist.org/ant/ctd/d/rancho-cordova-2021-jeep-gladiator/7416395919.html,2021 JEEP GLADIATOR,2021,6102,,,4wd,gas,white,,clean,automatic,pickup,1C6JJTBG7ML593073,0,0,0
"
2021-12-0322:35
",49995,https://losangeles.craigslist.org/lgb/ctd/d/long-beach-2021-chevy-chevrolet/7416238393.html,2021 Chevrolet Silverado 1500 LT,2021,12204,good,,rwd,other,,,clean,automatic,pickup,1GCPWCEDXMZ131657,0,0,0
"
2021-11-3018:33
",34900,https://losangeles.craigslist.org/wst/hvd/d/freightliner-cascadia-125-single-axle/7414838327.html,,,,good,,,,,,,,,,FREIGHTLINER DAY CAB TRUCK SINGL,FREIGHTLINER DAY CAB TRUCK SINGL,0
"
2021-11-3009:39
",32900,https://losangeles.craigslist.org/wst/hvd/d/freightliner-business-class-model-low/7414591859.html,,,,good,,,,,,,,,,FREIGHTLINER BUSINESS CLASS M2,FREIGHTLINER BUSINESS CLASS M2,0
"
2021-11-3004:28
",109900,https://losangeles.craigslist.org/wst/hvd/d/kobelco-excavator-sk140sr-lc-hours/7414455133.html,,,,excellent,,,,,,,,,,"KOBELCO SK140SR LC-5, 2018","KOBELCO SK140SR LC-5, 2018",0
"
2021-11-2922:01
",49900,https://losangeles.craigslist.org/wst/hvd/d/volvo-vnl64t300-day-cab-truck-tractor/7414418969.html,,,,good,,,,,,,,,,VOLVO DAY CAB 2013,VOLVO DAY CAB 2013,0
